"","Year","District","Hunters","Days","N","six_plus","Sex","n_sex","Weapon","n_weapon"
"420",2011,"310",922,6336,99,54,"Cows",5,"Rifle",68
"421",2011,"311",892,5029,167,45,"Bulls",84,"Bow",17
"422",2011,"311",892,5029,167,45,"Cows",78,"Rifle",151
"423",2011,"312",1551,8115,305,84,"Bulls",174,"Bow",22
"424",2011,"312",1551,8115,305,84,"Cows",121,"Rifle",283
"425",2011,"313",1189,6754,224,85,"Bulls",161,"Bow",12
"426",2011,"313",1189,6754,224,85,"Cows",63,"Rifle",212
"427",2011,"314",1786,11191,344,64,"Bulls",120,"Bow",20
"428",2011,"314",1786,11191,344,64,"Cows",221,"Rifle",324
"429",2011,"315",2024,11277,430,84,"Bulls",168,"Bow",36
"430",2011,"315",2024,11277,430,84,"Cows",252,"Rifle",395
"431",2011,"316",117,552,11,3,"Bulls",3,"Bow",0
"432",2011,"316",117,552,11,3,"Cows",8,"Rifle",11
"433",2011,"317",781,4856,126,25,"Bulls",67,"Bow",14
"434",2011,"317",781,4856,126,25,"Cows",53,"Rifle",112
"435",2011,"318",1198,10597,144,28,"Bulls",78,"Bow",6
"436",2011,"318",1198,10597,144,28,"Cows",66,"Rifle",139
"437",2011,"319",1028,7041,114,50,"Bulls",95,"Bow",17
"438",2011,"319",1028,7041,114,50,"Cows",19,"Rifle",97
"439",2011,"320",1158,7348,170,39,"Bulls",92,"Bow",6
"440",2011,"320",1158,7348,170,39,"Cows",64,"Rifle",165
"441",2011,"321",1558,9139,280,10,"Bulls",51,"Bow",26
"442",2011,"321",1558,9139,280,10,"Cows",199,"Rifle",255
"443",2011,"322",821,4255,112,31,"Bulls",65,"Bow",6
"444",2011,"322",821,4255,112,31,"Cows",42,"Rifle",106
"445",2011,"323",990,5392,133,22,"Bulls",70,"Bow",14
"446",2011,"323",990,5392,133,22,"Cows",43,"Rifle",119
"447",2011,"324",1280,7429,262,36,"Bulls",100,"Bow",17
"448",2011,"324",1280,7429,262,36,"Cows",142,"Rifle",245
"449",2011,"325",1241,6476,244,50,"Bulls",121,"Bow",8
"450",2011,"325",1241,6476,244,50,"Cows",118,"Rifle",236
"451",2011,"326",462,2410,76,17,"Bulls",42,"Bow",8
"452",2011,"326",462,2410,76,17,"Cows",31,"Rifle",67
"453",2011,"327",1130,5882,225,60,"Bulls",130,"Bow",34
"454",2011,"327",1130,5882,225,60,"Cows",84,"Rifle",191
"455",2011,"328",649,3962,125,11,"Bulls",61,"Bow",8
"456",2011,"328",649,3962,125,11,"Cows",61,"Rifle",117
"457",2011,"329",1225,7802,188,48,"Bulls",112,"Bow",25
"458",2011,"329",1225,7802,188,48,"Cows",68,"Rifle",163
"459",2011,"330",1063,6006,112,14,"Bulls",31,"Bow",8
"460",2011,"330",1063,6006,112,14,"Cows",81,"Rifle",104
"461",2011,"331",1457,10663,170,8,"Bulls",67,"Bow",16
"462",2011,"331",1457,10663,170,8,"Cows",100,"Rifle",154
"463",2011,"332",1273,8517,208,25,"Bulls",148,"Bow",39
"464",2011,"332",1273,8517,208,25,"Cows",55,"Rifle",169
"465",2011,"333",790,5325,88,14,"Bulls",46,"Bow",6
"466",2011,"333",790,5325,88,14,"Cows",33,"Rifle",82
"467",2011,"334",509,3155,68,11,"Bulls",25,"Bow",20
"468",2011,"334",509,3155,68,11,"Cows",43,"Rifle",49
"469",2011,"335",1080,7364,154,25,"Bulls",78,"Bow",6
"470",2011,"335",1080,7364,154,25,"Cows",68,"Rifle",149
"471",2011,"339",1293,8030,289,22,"Bulls",82,"Bow",11
"472",2011,"339",1293,8030,289,22,"Cows",181,"Rifle",278
"473",2011,"340",2062,15181,311,33,"Bulls",173,"Bow",21
"474",2011,"340",2062,15181,311,33,"Cows",134,"Rifle",289
"475",2011,"341",460,3281,39,11,"Bulls",31,"Bow",8
"476",2011,"341",460,3281,39,11,"Cows",8,"Rifle",31
"477",2011,"343",1616,11820,183,20,"Bulls",53,"Bow",9
"478",2011,"343",1616,11820,183,20,"Cows",115,"Rifle",173
"479",2011,"350",1039,8034,120,22,"Bulls",64,"Bow",17
"480",2011,"350",1039,8034,120,22,"Cows",49,"Rifle",103
"481",2011,"360",1875,11305,286,66,"Bulls",122,"Bow",24
"482",2011,"360",1875,11305,286,66,"Cows",144,"Rifle",262
"483",2011,"361",511,3685,91,17,"Bulls",48,"Bow",6
"484",2011,"361",511,3685,91,17,"Cows",40,"Rifle",85
"485",2011,"362",944,5427,166,14,"Bulls",50,"Bow",22
"486",2011,"362",944,5427,166,14,"Cows",107,"Rifle",144
"487",2011,"370",723,5106,101,8,"Bulls",37,"Bow",10
"488",2011,"370",723,5106,101,8,"Cows",59,"Rifle",91
"489",2011,"380",3371,24427,546,46,"Bulls",267,"Bow",39
"490",2011,"380",3371,24427,546,46,"Cows",267,"Rifle",507
"491",2011,"388",194,945,22,3,"Bulls",11,"Bow",0
"492",2011,"388",194,945,22,3,"Cows",8,"Rifle",22
"493",2011,"390",673,4144,124,38,"Bulls",58,"Bow",23
"494",2011,"390",673,4144,124,38,"Cows",55,"Rifle",101
"495",2011,"391",1227,8190,262,72,"Bulls",140,"Bow",20
"496",2011,"391",1227,8190,262,72,"Cows",105,"Rifle",243
"497",2011,"392",1893,14830,360,54,"Bulls",158,"Bow",43
"498",2011,"392",1893,14830,360,54,"Cows",188,"Rifle",316
"499",2011,"393",2121,12131,469,117,"Bulls",242,"Bow",17
"500",2011,"393",2121,12131,469,117,"Cows",201,"Rifle",452
"501",2011,"400",86,603,6,0,"Bulls",0,"Bow",0
"502",2011,"400",86,603,6,0,"Cows",3,"Rifle",6
"503",2011,"401",272,1396,39,4,"Bulls",11,"Bow",7
"504",2011,"401",272,1396,39,4,"Cows",25,"Rifle",32
"505",2011,"404",177,715,17,0,"Bulls",3,"Bow",0
"506",2011,"404",177,715,17,0,"Cows",11,"Rifle",17
"507",2011,"405",56,234,3,3,"Bulls",3,"Bow",3
"508",2011,"405",56,234,3,3,"Cows",0,"Rifle",0
"509",2011,"410",1533,11196,389,113,"Bulls",160,"Bow",155
"510",2011,"410",1533,11196,389,113,"Cows",213,"Rifle",234
"511",2011,"411",1265,8855,271,103,"Bulls",142,"Bow",80
"512",2011,"411",1265,8855,271,103,"Cows",117,"Rifle",191
"513",2011,"412",430,4197,139,46,"Bulls",64,"Bow",30
"514",2011,"412",430,4197,139,46,"Cows",72,"Rifle",109
"515",2011,"413",953,5374,123,17,"Bulls",61,"Bow",17
"516",2011,"413",953,5374,123,17,"Cows",54,"Rifle",107
"517",2011,"415",246,1538,25,3,"Bulls",8,"Bow",0
"518",2011,"415",246,1538,25,3,"Cows",17,"Rifle",25
"519",2011,"416",1742,9572,280,50,"Bulls",117,"Bow",45
"520",2011,"416",1742,9572,280,50,"Cows",149,"Rifle",235
"521",2011,"417",579,3621,197,42,"Bulls",59,"Bow",12
"522",2011,"417",579,3621,197,42,"Cows",133,"Rifle",185
"523",2011,"418",367,2022,46,3,"Bulls",25,"Bow",3
"524",2011,"418",367,2022,46,3,"Cows",18,"Rifle",44
"525",2011,"419",63,451,5,0,"Bulls",0,"Bow",0
"526",2011,"419",63,451,5,0,"Cows",5,"Rifle",5
"527",2011,"420",433,2756,108,22,"Bulls",41,"Bow",14
"528",2011,"420",433,2756,108,22,"Cows",53,"Rifle",93
"529",2011,"421",370,1958,112,20,"Bulls",31,"Bow",14
"530",2011,"421",370,1958,112,20,"Cows",76,"Rifle",99
"531",2011,"422",478,3220,96,22,"Bulls",48,"Bow",3
"532",2011,"422",478,3220,96,22,"Cows",44,"Rifle",93
"533",2011,"423",485,2621,92,11,"Bulls",28,"Bow",0
"534",2011,"423",485,2621,92,11,"Cows",55,"Rifle",92
"535",2011,"424",394,2359,58,34,"Bulls",39,"Bow",3
"536",2011,"424",394,2359,58,34,"Cows",19,"Rifle",55
"537",2011,"425",622,3156,75,17,"Bulls",36,"Bow",6
"538",2011,"425",622,3156,75,17,"Cows",33,"Rifle",69
"539",2011,"426",151,1001,50,13,"Bulls",20,"Bow",3
"540",2011,"426",151,1001,50,13,"Cows",31,"Rifle",47
"541",2011,"432",992,5468,125,13,"Bulls",73,"Bow",22
"542",2011,"432",992,5468,125,13,"Cows",47,"Rifle",103
"543",2011,"441",451,2750,72,18,"Bulls",18,"Bow",6
"544",2011,"441",451,2750,72,18,"Cows",52,"Rifle",66
"545",2011,"442",962,5414,160,30,"Bulls",50,"Bow",5
"546",2011,"442",962,5414,160,30,"Cows",102,"Rifle",155
"547",2011,"444",256,1024,33,3,"Bulls",22,"Bow",3
"548",2011,"444",256,1024,33,3,"Cows",8,"Rifle",31
"549",2011,"445",899,4254,289,83,"Bulls",104,"Bow",24
"550",2011,"445",899,4254,289,83,"Cows",157,"Rifle",265
"551",2011,"446",1199,7196,352,103,"Bulls",181,"Bow",34
"552",2011,"446",1199,7196,352,103,"Cows",161,"Rifle",318
"553",2011,"447",706,3907,193,64,"Bulls",80,"Bow",27
"554",2011,"447",706,3907,193,64,"Cows",109,"Rifle",166
"555",2011,"448",1102,6751,118,22,"Bulls",78,"Bow",10
"556",2011,"448",1102,6751,118,22,"Cows",35,"Rifle",108
"557",2011,"449",747,3855,138,25,"Bulls",86,"Bow",3
"558",2011,"449",747,3855,138,25,"Cows",41,"Rifle",135
"559",2011,"450",166,1247,25,6,"Bulls",6,"Bow",7
"560",2011,"450",166,1247,25,6,"Cows",17,"Rifle",18
"561",2011,"452",669,4486,160,31,"Bulls",90,"Bow",31
"562",2011,"452",669,4486,160,31,"Cows",57,"Rifle",129
"563",2011,"454",1020,5322,150,28,"Bulls",75,"Bow",37
"564",2011,"454",1020,5322,150,28,"Cows",69,"Rifle",113
"565",2011,"455",195,1168,98,25,"Bulls",43,"Bow",3
"566",2011,"455",195,1168,98,25,"Cows",55,"Rifle",95
"567",2011,"471",40,160,3,0,"Bulls",0,"Bow",0
"568",2011,"471",40,160,3,0,"Cows",3,"Rifle",3
"569",2011,"500",279,1763,48,12,"Bulls",13,"Bow",9
"570",2011,"500",279,1763,48,12,"Cows",30,"Rifle",39
"571",2011,"502",160,713,13,2,"Bulls",9,"Bow",1
"572",2011,"502",160,713,13,2,"Cows",4,"Rifle",12
"573",2011,"511",189,1191,21,7,"Bulls",10,"Bow",6
"574",2011,"511",189,1191,21,7,"Cows",8,"Rifle",15
"575",2011,"520",1156,7024,180,24,"Bulls",95,"Bow",6
"576",2011,"520",1156,7024,180,24,"Cows",78,"Rifle",174
"577",2011,"530",441,2443,60,7,"Bulls",10,"Bow",6
"578",2011,"530",441,2443,60,7,"Cows",51,"Rifle",55
"579",2011,"540",1081,6251,253,20,"Bulls",103,"Bow",8
"580",2011,"540",1081,6251,253,20,"Cows",127,"Rifle",245
"581",2011,"560",947,5316,241,53,"Bulls",136,"Bow",21
"582",2011,"560",947,5316,241,53,"Cows",92,"Rifle",220
"583",2011,"570",317,1853,73,18,"Bulls",25,"Bow",7
"584",2011,"570",317,1853,73,18,"Cows",42,"Rifle",66
"585",2011,"575",454,2409,76,9,"Bulls",18,"Bow",6
"586",2011,"575",454,2409,76,9,"Cows",55,"Rifle",70
"587",2011,"580",1250,6872,349,73,"Bulls",180,"Bow",23
"588",2011,"580",1250,6872,349,73,"Cows",151,"Rifle",326
"589",2011,"590",1625,10762,417,112,"Bulls",178,"Bow",53
"590",2011,"590",1625,10762,417,112,"Cows",207,"Rifle",363
"591",2011,"600",81,504,6,0,"Bulls",0,"Bow",0
"592",2011,"600",81,504,6,0,"Cows",6,"Rifle",6
"593",2011,"620",692,5039,146,54,"Bulls",78,"Bow",67
"594",2011,"620",692,5039,146,54,"Cows",54,"Rifle",78
"595",2011,"621",529,3165,147,18,"Bulls",33,"Bow",15
"596",2011,"621",529,3165,147,18,"Cows",109,"Rifle",132
"597",2011,"622",725,3741,340,56,"Bulls",87,"Bow",52
"598",2011,"622",725,3741,340,56,"Cows",235,"Rifle",288
"599",2011,"630",44,236,6,2,"Bulls",3,"Bow",0
"600",2011,"630",44,236,6,2,"Cows",3,"Rifle",6
"601",2011,"631",279,1793,93,24,"Bulls",41,"Bow",26
"602",2011,"631",279,1793,93,24,"Cows",50,"Rifle",67
"603",2011,"632",123,789,38,11,"Bulls",17,"Bow",9
"604",2011,"632",123,789,38,11,"Cows",22,"Rifle",30
"605",2011,"650",12,39,3,0,"Bulls",0,"Bow",0
"606",2011,"650",12,39,3,0,"Cows",3,"Rifle",3
"607",2011,"651",21,63,3,0,"Bulls",3,"Bow",0
"608",2011,"651",21,63,3,0,"Cows",0,"Rifle",3
"609",2011,"680",59,347,12,6,"Bulls",6,"Bow",2
"610",2011,"680",59,347,12,6,"Cows",5,"Rifle",11
"611",2011,"690",299,2001,110,27,"Bulls",29,"Bow",15
"612",2011,"690",299,2001,110,27,"Cows",73,"Rifle",95
"613",2011,"700",1140,7521,486,100,"Bulls",144,"Bow",54
"614",2011,"700",1140,7521,486,100,"Cows",315,"Rifle",432
"615",2011,"701",264,1543,59,18,"Bulls",29,"Bow",18
"616",2011,"701",264,1543,59,18,"Cows",31,"Rifle",41
"617",2011,"702",363,2116,82,28,"Bulls",39,"Bow",15
"618",2011,"702",363,2116,82,28,"Cows",34,"Rifle",66
"619",2011,"703",162,909,28,3,"Bulls",22,"Bow",0
"620",2011,"703",162,909,28,3,"Cows",5,"Rifle",28
"621",2011,"704",817,6232,175,42,"Bulls",57,"Bow",24
"622",2011,"704",817,6232,175,42,"Cows",100,"Rifle",151
"623",2011,"705",274,1836,62,23,"Bulls",30,"Bow",17
"624",2011,"705",274,1836,62,23,"Cows",28,"Rifle",45
"625",2012,"100",1719,15660,65,22,"Bulls",57,"Bow",8
"626",2012,"100",1719,15660,65,22,"Cows",8,"Rifle",56
"627",2012,"101",1567,13948,61,17,"Bulls",47,"Bow",8
"628",2012,"101",1567,13948,61,17,"Cows",12,"Rifle",52
"629",2012,"102",1428,9733,36,17,"Bulls",33,"Bow",3
"630",2012,"102",1428,9733,36,17,"Cows",3,"Rifle",33
"631",2012,"103",1752,14002,32,14,"Bulls",31,"Bow",6
"632",2012,"103",1752,14002,32,14,"Cows",1,"Rifle",26
"633",2012,"104",1169,10058,53,19,"Bulls",42,"Bow",8
"634",2012,"104",1169,10058,53,19,"Cows",11,"Rifle",44
"635",2012,"109",371,2836,42,11,"Bulls",31,"Bow",0
"636",2012,"109",371,2836,42,11,"Cows",11,"Rifle",42
"637",2012,"110",981,6460,28,11,"Bulls",22,"Bow",6
"638",2012,"110",981,6460,28,11,"Cows",3,"Rifle",22
"639",2012,"120",1093,7952,25,11,"Bulls",25,"Bow",6
"640",2012,"120",1093,7952,25,11,"Cows",0,"Rifle",20
"641",2012,"121",2681,23708,282,87,"Bulls",237,"Bow",67
"642",2012,"121",2681,23708,282,87,"Cows",42,"Rifle",215
"643",2012,"122",1504,11587,55,27,"Bulls",49,"Bow",7
"644",2012,"122",1504,11587,55,27,"Cows",4,"Rifle",48
"645",2012,"123",663,4985,59,22,"Bulls",50,"Bow",3
"646",2012,"123",663,4985,59,22,"Cows",8,"Rifle",56
"647",2012,"124",404,3006,32,6,"Bulls",25,"Bow",3
"648",2012,"124",404,3006,32,6,"Cows",7,"Rifle",30
"649",2012,"130",1270,8191,29,6,"Bulls",28,"Bow",6
"650",2012,"130",1270,8191,29,6,"Cows",1,"Rifle",23
"651",2012,"132",527,3400,4,0,"Bulls",0,"Bow",0
"652",2012,"132",527,3400,4,0,"Cows",4,"Rifle",4
"653",2012,"140",826,6035,31,17,"Bulls",25,"Bow",6
"654",2012,"140",826,6035,31,17,"Cows",6,"Rifle",26
"655",2012,"141",192,1418,17,8,"Bulls",14,"Bow",3
"656",2012,"141",192,1418,17,8,"Cows",3,"Rifle",14
"657",2012,"150",585,3823,117,56,"Bulls",105,"Bow",6
"658",2012,"150",585,3823,117,56,"Cows",8,"Rifle",111
"659",2012,"151",94,630,21,14,"Bulls",21,"Bow",6
"660",2012,"151",94,630,21,14,"Cows",0,"Rifle",16
"661",2012,"170",242,1856,14,0,"Bulls",6,"Bow",0
"662",2012,"170",242,1856,14,0,"Cows",8,"Rifle",14
"663",2012,"200",582,4871,22,6,"Bulls",20,"Bow",6
"664",2012,"200",582,4871,22,6,"Cows",3,"Rifle",17
"665",2012,"201",1335,10234,79,22,"Bulls",67,"Bow",11
"666",2012,"201",1335,10234,79,22,"Cows",10,"Rifle",68
"667",2012,"202",881,7425,45,15,"Bulls",43,"Bow",7
"668",2012,"202",881,7425,45,15,"Cows",2,"Rifle",38
"669",2012,"203",1089,6702,33,8,"Bulls",33,"Bow",6
"670",2012,"203",1089,6702,33,8,"Cows",0,"Rifle",28
"671",2012,"204",1063,6787,51,17,"Bulls",36,"Bow",8
"672",2012,"204",1063,6787,51,17,"Cows",15,"Rifle",43
"673",2012,"210",1438,9527,188,17,"Bulls",81,"Bow",13
"674",2012,"210",1438,9527,188,17,"Cows",97,"Rifle",175
"675",2012,"211",517,4030,60,14,"Bulls",45,"Bow",11
"676",2012,"211",517,4030,60,14,"Cows",13,"Rifle",49
"677",2012,"212",2152,14700,364,53,"Bulls",206,"Bow",56
"678",2012,"212",2152,14700,364,53,"Cows",152,"Rifle",308
"679",2012,"213",643,5108,121,19,"Bulls",47,"Bow",17
"680",2012,"213",643,5108,121,19,"Cows",62,"Rifle",104
"681",2012,"214",610,4695,59,6,"Bulls",36,"Bow",14
"682",2012,"214",610,4695,59,6,"Cows",21,"Rifle",45
"683",2012,"215",2666,21212,498,35,"Bulls",304,"Bow",35
"684",2012,"215",2666,21212,498,35,"Cows",165,"Rifle",464
"685",2012,"216",482,3031,65,10,"Bulls",36,"Bow",11
"686",2012,"216",482,3031,65,10,"Cows",27,"Rifle",54
"687",2012,"240",1213,7774,102,17,"Bulls",61,"Bow",17
"688",2012,"240",1213,7774,102,17,"Cows",38,"Rifle",85
"689",2012,"250",147,901,25,4,"Bulls",18,"Bow",5
"690",2012,"250",147,901,25,4,"Cows",7,"Rifle",21
"691",2012,"260",202,1467,31,6,"Bulls",19,"Bow",11
"692",2012,"260",202,1467,31,6,"Cows",11,"Rifle",19
"693",2012,"261",835,6846,115,39,"Bulls",81,"Bow",11
"694",2012,"261",835,6846,115,39,"Cows",34,"Rifle",104
"695",2012,"270",1630,12038,283,44,"Bulls",206,"Bow",15
"696",2012,"270",1630,12038,283,44,"Cows",72,"Rifle",268
"697",2012,"280",247,1630,43,20,"Bulls",36,"Bow",8
"698",2012,"280",247,1630,43,20,"Cows",6,"Rifle",34
"699",2012,"281",1381,9363,119,35,"Bulls",102,"Bow",14
"700",2012,"281",1381,9363,119,35,"Cows",17,"Rifle",105
"701",2012,"282",146,932,14,0,"Bulls",6,"Bow",0
"702",2012,"282",146,932,14,0,"Cows",8,"Rifle",14
"703",2012,"283",1246,7929,89,28,"Bulls",62,"Bow",12
"704",2012,"283",1246,7929,89,28,"Cows",20,"Rifle",77
"705",2012,"284",88,479,3,0,"Bulls",0,"Bow",0
"706",2012,"284",88,479,3,0,"Cows",3,"Rifle",3
"707",2012,"285",1660,11028,64,28,"Bulls",55,"Bow",18
"708",2012,"285",1660,11028,64,28,"Cows",9,"Rifle",45
"709",2012,"290",249,1344,25,6,"Bulls",6,"Bow",5
"710",2012,"290",249,1344,25,6,"Cows",19,"Rifle",20
"711",2012,"291",868,5113,158,28,"Bulls",79,"Bow",11
"712",2012,"291",868,5113,158,28,"Cows",74,"Rifle",146
"713",2012,"292",1755,12579,104,11,"Bulls",58,"Bow",3
"714",2012,"292",1755,12579,104,11,"Cows",45,"Rifle",101
"715",2012,"293",1594,10941,179,47,"Bulls",155,"Bow",28
"716",2012,"293",1594,10941,179,47,"Cows",24,"Rifle",151
"717",2012,"298",865,5140,145,14,"Bulls",56,"Bow",8
"718",2012,"298",865,5140,145,14,"Cows",84,"Rifle",136
"719",2012,"300",981,5460,227,57,"Bulls",135,"Bow",27
"720",2012,"300",981,5460,227,57,"Cows",93,"Rifle",200
"721",2012,"301",1231,7239,114,47,"Bulls",72,"Bow",22
"722",2012,"301",1231,7239,114,47,"Cows",39,"Rifle",92
"723",2012,"302",920,5301,249,21,"Bulls",68,"Bow",16
"724",2012,"302",920,5301,249,21,"Cows",162,"Rifle",232
"725",2012,"309",236,1286,25,14,"Bulls",17,"Bow",3
"726",2012,"309",236,1286,25,14,"Cows",6,"Rifle",22
"727",2012,"310",882,6161,128,72,"Bulls",112,"Bow",38
"728",2012,"310",882,6161,128,72,"Cows",16,"Rifle",90
"729",2012,"311",958,4605,233,78,"Bulls",116,"Bow",25
"730",2012,"311",958,4605,233,78,"Cows",111,"Rifle",208
"731",2012,"312",1832,10499,332,103,"Bulls",173,"Bow",31
"732",2012,"312",1832,10499,332,103,"Cows",141,"Rifle",301
"733",2012,"313",941,5792,185,89,"Bulls",167,"Bow",11
"734",2012,"313",941,5792,185,89,"Cows",18,"Rifle",174
"735",2012,"314",1397,9252,282,119,"Bulls",182,"Bow",38
"736",2012,"314",1397,9252,282,119,"Cows",90,"Rifle",245
"737",2012,"315",2086,11956,451,101,"Bulls",181,"Bow",48
"738",2012,"315",2086,11956,451,101,"Cows",243,"Rifle",404
"739",2012,"316",131,887,14,6,"Bulls",11,"Bow",3
"740",2012,"316",131,887,14,6,"Cows",3,"Rifle",11
"741",2012,"317",733,4061,131,36,"Bulls",78,"Bow",8
"742",2012,"317",733,4061,131,36,"Cows",51,"Rifle",123
"743",2012,"318",1305,10538,180,31,"Bulls",109,"Bow",39
"744",2012,"318",1305,10538,180,31,"Cows",67,"Rifle",141
"745",2012,"319",1100,7638,209,64,"Bulls",164,"Bow",31
"746",2012,"319",1100,7638,209,64,"Cows",42,"Rifle",178
"747",2012,"320",1199,7670,166,50,"Bulls",89,"Bow",11
"748",2012,"320",1199,7670,166,50,"Cows",72,"Rifle",155
"749",2012,"321",1637,9215,269,38,"Bulls",80,"Bow",56
"750",2012,"321",1637,9215,269,38,"Cows",157,"Rifle",213
"751",2012,"322",797,4206,137,39,"Bulls",95,"Bow",17
"752",2012,"322",797,4206,137,39,"Cows",39,"Rifle",120
"753",2012,"323",1048,6250,182,50,"Bulls",108,"Bow",36
"754",2012,"323",1048,6250,182,50,"Cows",66,"Rifle",146
"755",2012,"324",1165,6784,229,70,"Bulls",139,"Bow",36
"756",2012,"324",1165,6784,229,70,"Cows",84,"Rifle",193
"757",2012,"325",1268,6185,281,77,"Bulls",198,"Bow",20
"758",2012,"325",1268,6185,281,77,"Cows",72,"Rifle",262
"759",2012,"326",378,2096,74,30,"Bulls",46,"Bow",8
"760",2012,"326",378,2096,74,30,"Cows",25,"Rifle",66
"761",2012,"327",1052,5351,227,65,"Bulls",129,"Bow",34
"762",2012,"327",1052,5351,227,65,"Cows",93,"Rifle",193
"763",2012,"328",605,3849,168,34,"Bulls",89,"Bow",16
"764",2012,"328",605,3849,168,34,"Cows",77,"Rifle",152
"765",2012,"329",1235,6790,252,58,"Bulls",131,"Bow",26
"766",2012,"329",1235,6790,252,58,"Cows",106,"Rifle",226
"767",2012,"330",930,5918,133,47,"Bulls",103,"Bow",22
"768",2012,"330",930,5918,133,47,"Cows",27,"Rifle",111
"769",2012,"331",1565,10697,223,31,"Bulls",128,"Bow",8
"770",2012,"331",1565,10697,223,31,"Cows",91,"Rifle",215
"771",2012,"332",1152,7290,175,53,"Bulls",126,"Bow",40
"772",2012,"332",1152,7290,175,53,"Cows",47,"Rifle",135
"773",2012,"333",888,5070,131,39,"Bulls",68,"Bow",8
"774",2012,"333",888,5070,131,39,"Cows",52,"Rifle",123
"775",2012,"334",660,4055,70,8,"Bulls",49,"Bow",21
"776",2012,"334",660,4055,70,8,"Cows",15,"Rifle",49
"777",2012,"335",1234,8691,198,20,"Bulls",108,"Bow",16
"778",2012,"335",1234,8691,198,20,"Cows",81,"Rifle",181
"779",2012,"339",1459,8815,219,20,"Bulls",58,"Bow",9
"780",2012,"339",1459,8815,219,20,"Cows",126,"Rifle",210
"781",2012,"340",2016,15452,304,72,"Bulls",191,"Bow",19
"782",2012,"340",2016,15452,304,72,"Cows",102,"Rifle",285
"783",2012,"341",490,3731,53,17,"Bulls",45,"Bow",3
"784",2012,"341",490,3731,53,17,"Cows",8,"Rifle",50
"785",2012,"343",1402,11211,146,22,"Bulls",77,"Bow",10
"786",2012,"343",1402,11211,146,22,"Cows",57,"Rifle",135
"787",2012,"350",1245,9292,218,56,"Bulls",146,"Bow",26
"788",2012,"350",1245,9292,218,56,"Cows",61,"Rifle",192
"789",2012,"360",1390,7978,186,83,"Bulls",140,"Bow",20
"790",2012,"360",1390,7978,186,83,"Cows",43,"Rifle",166
"791",2012,"361",523,4119,40,17,"Bulls",22,"Bow",13
"792",2012,"361",523,4119,40,17,"Cows",16,"Rifle",28
"793",2012,"362",633,3717,88,37,"Bulls",69,"Bow",22
"794",2012,"362",633,3717,88,37,"Cows",20,"Rifle",66
"795",2012,"370",843,6506,123,22,"Bulls",64,"Bow",0
"796",2012,"370",843,6506,123,22,"Cows",55,"Rifle",123
"797",2012,"380",3396,24420,489,66,"Bulls",267,"Bow",43
"798",2012,"380",3396,24420,489,66,"Cows",200,"Rifle",445
"799",2012,"388",198,1400,6,0,"Bulls",0,"Bow",0
"800",2012,"388",198,1400,6,0,"Cows",6,"Rifle",6
"801",2012,"390",721,4174,215,64,"Bulls",116,"Bow",14
"802",2012,"390",721,4174,215,64,"Cows",92,"Rifle",201
"803",2012,"391",1310,8485,307,114,"Bulls",216,"Bow",43
"804",2012,"391",1310,8485,307,114,"Cows",79,"Rifle",264
"805",2012,"392",1753,13856,240,46,"Bulls",159,"Bow",40
"806",2012,"392",1753,13856,240,46,"Cows",81,"Rifle",200
"807",2012,"393",2234,13304,591,133,"Bulls",252,"Bow",40
"808",2012,"393",2234,13304,591,133,"Cows",311,"Rifle",551
"809",2012,"400",64,442,11,0,"Bulls",3,"Bow",0
"810",2012,"400",64,442,11,0,"Cows",8,"Rifle",11
"811",2012,"401",328,1576,50,10,"Bulls",15,"Bow",12
"812",2012,"401",328,1576,50,10,"Cows",30,"Rifle",38
"813",2012,"403",25,116,3,3,"Bulls",3,"Bow",0
"814",2012,"403",25,116,3,3,"Cows",0,"Rifle",3
"815",2012,"404",165,720,13,2,"Bulls",7,"Bow",2
"816",2012,"404",165,720,13,2,"Cows",6,"Rifle",11
"817",2012,"406",55,247,3,0,"Bulls",0,"Bow",0
"818",2012,"406",55,247,3,0,"Cows",3,"Rifle",3
"819",2012,"410",1871,13310,412,124,"Bulls",185,"Bow",174
"820",2012,"410",1871,13310,412,124,"Cows",220,"Rifle",238
"821",2012,"411",1420,9772,354,107,"Bulls",183,"Bow",114
"822",2012,"411",1420,9772,354,107,"Cows",156,"Rifle",241
"823",2012,"412",410,2737,110,49,"Bulls",55,"Bow",28
"824",2012,"412",410,2737,110,49,"Cows",50,"Rifle",83
"825",2012,"413",1062,6167,140,42,"Bulls",78,"Bow",8
"826",2012,"413",1062,6167,140,42,"Cows",54,"Rifle",132
"827",2012,"415",195,1395,16,8,"Bulls",13,"Bow",11
"828",2012,"415",195,1395,16,8,"Cows",3,"Rifle",6
"829",2012,"416",1986,12368,410,111,"Bulls",201,"Bow",57
"830",2012,"416",1986,12368,410,111,"Cows",189,"Rifle",352
"831",2012,"417",487,2912,105,34,"Bulls",45,"Bow",3
"832",2012,"417",487,2912,105,34,"Cows",52,"Rifle",102
"833",2012,"418",365,1901,57,11,"Bulls",39,"Bow",0
"834",2012,"418",365,1901,57,11,"Cows",18,"Rifle",57
"835",2012,"419",60,286,14,3,"Bulls",8,"Bow",0
"836",2012,"419",60,286,14,3,"Cows",5,"Rifle",14
"837",2012,"420",449,2730,88,32,"Bulls",63,"Bow",32
"838",2012,"420",449,2730,88,32,"Cows",26,"Rifle",57
